Product_ID,Client_ID,Product_Code,Product_Desc,UOM,Packsize,Manufacturer,MRP,PTS,PTR,Narco_Product_limit,ProductFormId,Active,short_supply,BoxSize,ShortName,CreatedBy,CreatedOn,ModifiedBy,ModifiedOn,visiable_product_saleman,visiable_product_Retailer,ERPProductID,CategoryID,Category,molecular_id,P_ID,GST_PER,Manufacturer_Code,ED_MDM_Product_Code,ED_MDM_Product_Image,ED_MDM_Product_Document_Image,ED_MDM_Product_Creation_Time,Match
1710641,756,J0004970,BACIGYL SYRUP 30ML,NULL,30ML,ARISTO OTSIRA,0,0,0,0,NULL,1,0,NULL,BACIGYLSYRUP30ML,NULL,15-05-2020 07:48,NULL,02/02/2023 11:41,1,1,1261668,0,NULL,NULL,117113962,NULL,SFR,ED000009439,NULL,NULL,NULL,
1710642,756,J0004971,BACIGYL SYRUP 60ML,NULL,60ML,ARISTO OTSIRA,0,0,0,0,NULL,1,0,NULL,BACIGYLSYRUP60ML,NULL,15-05-2020 07:48,NULL,02/02/2023 11:41,1,1,1261669,0,NULL,NULL,117113961,NULL,SFR,ED000009440,NULL,NULL,NULL,
1696252,756,J0004972,BACIKID LIQUID 10ML,NULL,10ML,MOREPEN,299,174.74,213.57,0,NULL,1,0,NULL,BACIKIDLIQUID10ML,NULL,15-05-2020 07:09,NULL,02/02/2023 11:41,1,1,1221331,0,NULL,NULL,117118886,NULL,MO,ED000119579,NULL,NULL,NULL,
2596594,756,J0004973,BACILON CAPSULES 10S,NULL,10S,IPCA INTIMA,295,197.69,200,0,NULL,1,0,NULL,BACILONCAPS,NULL,14-10-2020 09:01,NULL,05/05/2023 9:58,1,1,1280087,0,NULL,NULL,117111038,NULL,I0001,ED000149001,NULL,NULL,NULL,
2596595,756,J0004974,BACILON LIQUID 5ML,NULL,5ML,IPCA INTIMA,300,183.05,203.39,0,NULL,1,0,NULL,BACILONLIQUID,NULL,14-10-2020 09:01,NULL,05/05/2023 9:58,1,1,1280088,0,NULL,NULL,117111037,NULL,I0001,ED000149000,NULL,NULL,NULL,
2692026,756,J0004975,BACIMOX  NEW,NULL,,ALEMBIC MAXIS,33,22.63,25.14,0,NULL,1,0,NULL,BACIMOXNEW,NULL,17-11-2020 06:29,NULL,02/02/2023 11:41,1,1,1093205,0,NULL,NULL,117131153,NULL,¨,ED000009447,NULL,NULL,NULL,
2959681,756,J0004976,BACK REST EHS-BR779A PATIENT 1*1PCS,NULL,1*1PCS,S.ENTERO SURGICALS-2,2366,900,1035,0,NULL,1,0,NULL,BACKRESTEHSBR779APATIENT11PCS,NULL,02/02/2021 7:31,NULL,04/04/2023 1:01,1,1,1285088,0,NULL,NULL,116923943,NULL,ADGJ,NULL,NULL,NULL,NULL,
2596596,756,J0004977,BACLAC CL 10S,NULL,10S,RAPROSS,395,253.95,282.14,0,NULL,1,0,NULL,BACLACCL10S,NULL,14-10-2020 09:01,NULL,02/02/2023 11:41,1,1,1281613,0,NULL,NULL,117110454,NULL,RR,NULL,NULL,NULL,NULL,
2692027,756,J0004978,BACLAC CL SUSPENSION 10^S,NULL,10'S,RAPROSS,395,253.95,282.14,0,NULL,1,0,NULL,BACLACCLSUSPENSION10S,NULL,17-11-2020 06:29,NULL,02/02/2023 11:41,1,1,1222589,0,NULL,NULL,117118401,NULL,RR,NULL,NULL,NULL,NULL,
1706758,756,J0004979,BACLASIS LOTION,NULL,50ML,FHM,130,0,92.86,,NULL,1,0,0,BACLASISLOTION,NULL,15-05-2020 07:47,NULL,02/02/2023 11:41,1,1,NULL,0,NULL,NULL,NULL,NULL,ADHT,NULL,NULL,NULL,NULL,
2692028,756,J0004980,BACLOF 10 10^S,NULL,10'S,INTAS AQUILA,111.41,76.39,84.88,0,NULL,1,0,NULL,BACLOF10,NULL,17-11-2020 06:29,NULL,05/05/2023 9:58,1,1,1067021,0,NULL,NULL,117132324,NULL,ð,ED000009463,NULL,NULL,NULL,
2692029,756,J0004981,BACLOF 25 10^S,NULL,10'S,INTAS AQUILA,335,229.72,255.24,0,NULL,1,0,NULL,BACLOF25,NULL,17-11-2020 06:29,NULL,05/05/2023 9:58,1,1,1067022,0,NULL,NULL,117132323,NULL,ð,ED000009464,NULL,NULL,NULL,
2692030,756,J0004982,BACLOF LIQUID 100ML,NULL,100ML,INTAS AQUILA,214,146.75,163.05,0,NULL,1,0,NULL,BACLOFLIQUID,NULL,17-11-2020 06:29,NULL,05/05/2023 9:58,1,1,1118914,0,NULL,NULL,117129865,NULL,ð,ED000009465,NULL,NULL,NULL,
2692031,756,J0004983,BACLOF OD 20 10^S,NULL,10'S,INTAS AQUILA,152.46,104.54,116.16,0,NULL,1,0,NULL,BACLOFOD20,NULL,17-11-2020 06:29,NULL,05/05/2023 9:58,1,1,1091896,0,NULL,NULL,117131426,NULL,ð,ED000009466,NULL,NULL,NULL,
2692032,756,J0004984,BACLOF OD 30 10^S,NULL,10'S,INTAS AQUILA,399,273.6,304,0,NULL,1,0,NULL,BACLOFOD3010S,NULL,17-11-2020 06:29,NULL,02/02/2023 11:41,1,1,1091898,0,NULL,NULL,117131425,NULL,ð,ED000009467,NULL,NULL,NULL,
2692033,756,J0004985,BACLOF OD 30 10T,NULL,10T,INTAS AQUILA,435,298.29,331.43,0,NULL,1,0,NULL,BACLOFOD30,NULL,17-11-2020 06:29,NULL,05/05/2023 9:58,1,1,1258986,0,NULL,NULL,117114985,NULL,ð,ED000009467,NULL,NULL,NULL,
1700769,756,J0004986,BACLOREN-10 10^S,NULL,10'S,LARENON(1)LAUREUS CNS,109,74.74,83.05,0,NULL,1,0,NULL,BACLOREN10,NULL,15-05-2020 07:15,NULL,05/05/2023 9:58,1,1,1180175,0,NULL,NULL,117123384,NULL,A1+,ED000009470,NULL,NULL,NULL,
1700770,756,J0004987,BACLOREN-20 10^S,NULL,10'S,LARENON(1)LAUREUS CNS,145,99.43,110.48,0,NULL,1,0,NULL,BACLOREN20,NULL,15-05-2020 07:15,NULL,05/05/2023 9:58,1,1,1180176,0,NULL,NULL,117123383,NULL,A1+,ED000009471,NULL,NULL,NULL,
1685778,756,J0004988,BACLOTOP-10 10*10T,NULL,10*10T,EMCURE ZUVENTUS PHARMA,109,74.74,83.05,0,NULL,1,0,NULL,BACLOTOP101010T,NULL,15-05-2020 06:54,NULL,02/02/2023 11:41,1,1,1162125,0,NULL,NULL,117126013,NULL,EM,ED000009475,NULL,NULL,NULL,
1688226,756,J0004989,BACSTOL 200 TABLETS 10^S,NULL,10'S,IPCA UROSCIENCES,139,89.35,99.28,0,NULL,1,0,NULL,BACSTOL200TAB,NULL,15-05-2020 06:57,NULL,05/05/2023 9:58,1,1,1179559,0,NULL,NULL,116926254,NULL,K00001,ED000009490,NULL,NULL,NULL,
1688227,756,J0004990,BACSTOL 100 TABLETS 10^S,NULL,10'S,IPCA UROSCIENCES,96.3,61.9,68.78,0,NULL,1,0,NULL,BACSTOL100TABS,NULL,15-05-2020 06:57,NULL,05/05/2023 9:58,1,1,1179560,0,NULL,NULL,116926253,NULL,K00001,ED000009492,NULL,NULL,NULL,
1701484,756,J0004991,BACT BLEND CAPSULES,NULL,10'S,HIMERUS MEDICAL SOLU,220,0,157.1,,NULL,1,0,0,BACTBLENDCAP,NULL,15-05-2020 07:16,NULL,02/02/2023 11:41,1,1,NULL,0,NULL,NULL,NULL,NULL,HAN,ED000117186,NULL,NULL,NULL,
1689657,756,J0004992,BACTAFUZ CREAM 5GM,NULL,5GM,MANKIND LIFE,49.11,28.94,35.08,0,NULL,1,0,NULL,BACTAFUZCREAM,NULL,15-05-2020 07:00,NULL,05/05/2023 9:58,1,1,1118145,0,NULL,NULL,117130038,NULL,1*,ED000009493,NULL,NULL,NULL,
1710679,756,J0004993,BACTICURE 250 1*10,NULL,1*10,EMCURE XENNEX{SHWEIZ},432,277.71,308.57,0,NULL,1,0,NULL,BACTICURE250110,NULL,15-05-2020 07:48,NULL,02/02/2023 11:41,1,1,1261747,0,NULL,NULL,117113929,NULL,n,ED000134433,NULL,NULL,NULL,
1710680,756,J0004994,BACTICURE 500 1*6,NULL,1*6,EMCURE XENNEX{SHWEIZ},380,244.29,271.43,0,NULL,1,0,NULL,BACTICURE50016,NULL,15-05-2020 07:48,NULL,02/02/2023 11:41,1,1,1261748,0,NULL,NULL,117113928,NULL,n,ED000140985,NULL,NULL,NULL,
1710677,756,J0004995,BACTICURE INJECTION 1.5GM,NULL,1.5GM,EMCURE XENNEX{SHWEIZ},370,237.86,264.29,0,NULL,1,0,NULL,BACTICUREINJECTION15GM,NULL,15-05-2020 07:48,NULL,02/02/2023 11:41,1,1,1261745,0,NULL,NULL,117113931,NULL,n,ED000134434,NULL,NULL,NULL,
1710678,756,J0004996,BACTICURE-750MG INJECTION,NULL,,EMCURE XENNEX{SHWEIZ},170,109.29,121.43,0,NULL,1,0,NULL,BACTICURE750MGINJECTION,NULL,15-05-2020 07:48,NULL,02/02/2023 11:41,1,1,1261746,0,NULL,NULL,117113930,NULL,n,ED000145108,NULL,NULL,NULL,
1683365,756,J0004997,BACTIMAX CREAM 7.5GM,NULL,7.5GM,AJANTA ZILLION  DERMA,60,38.57,42.86,0,NULL,1,0,NULL,BACTIMAXCREAM75GM,NULL,15-05-2020 06:47,NULL,02/02/2023 11:41,1,1,1144449,0,NULL,NULL,117128463,NULL,Ð,ED000009522,NULL,NULL,NULL,
1701463,756,J0004998,BACTIV CAPSULES 10^S,NULL,10'S,EAST INDIA,150,96.43,107.14,0,NULL,1,0,NULL,BACTIVCAP,NULL,15-05-2020 07:16,NULL,05/05/2023 9:58,1,1,1225570,0,NULL,NULL,117117076,NULL,C=,ED000009539,NULL,NULL,NULL,
2692034,756,J0004999,BACTOCLAV 375 TABLETS 10^S,NULL,10'S,MICRO BROWN@BURK,158,84.64,112.86,0,NULL,1,0,NULL,BACTOCLAV375TABS10S,NULL,17-11-2020 06:29,NULL,02/02/2023 11:41,1,1,1117595,0,NULL,NULL,117130170,NULL,1‚,ED000009551,NULL,NULL,NULL,
3010357,756,J0005000,BACTOCLAV 625 # 6^S,NULL,6'S,MICRO# M CARE#,201.7,144.07,144.07,0,NULL,1,0,NULL,BACTOCLAV625,NULL,23-02-2021 04:26,NULL,05/05/2023 9:58,1,1,1285607,0,NULL,NULL,117108958,NULL,LI,ED000009556,NULL,NULL,NULL,
1686404,756,J0005001,BACTOCLAV 625 TABLETS 10^S,NULL,10'S,MICRO BROWN@BURK,201.7,129.66,144.07,0,NULL,1,0,NULL,BACTOCLAV625TABS,NULL,15-05-2020 06:54,NULL,05/05/2023 9:58,1,1,1164617,0,NULL,NULL,117125293,NULL,1‚,ED000009555,NULL,NULL,NULL,
1694255,756,J0005002,BACTOCLAV DROPS 12% 10ML,NULL,10ML,MICRO BROWN@BURK,75,48.21,53.57,0,NULL,1,0,NULL,BACTOCLAVDROPS1210ML,NULL,15-05-2020 07:05,NULL,02/02/2023 11:41,1,1,1207471,0,NULL,NULL,117120522,NULL,1‚,ED000009557,NULL,NULL,NULL,
1693215,756,J0005003,BACTOCLAV DRY SYRUP 30ML,NULL,30ML,MICRO BROWN@BURK,60.81,39.09,43.43,0,NULL,1,0,NULL,BACTOCLAVDRYSYRUP,NULL,15-05-2020 07:03,NULL,05/05/2023 9:58,1,1,1205059,0,NULL,NULL,117121423,NULL,1‚,ED000009548,NULL,NULL,NULL,
2692035,756,J0005004,BACTOCLAV DT TABLETS 10^S,NULL,10'S,MICRO BROWN@BURK,122,78.43,87.14,0,NULL,1,0,NULL,BACTOCLAVDTTABS10S,NULL,17-11-2020 06:29,NULL,04/04/2023 1:01,1,1,1117594,0,NULL,NULL,117130171,NULL,1‚,ED000009549,NULL,NULL,NULL,
1694003,756,J0005005,BACTOCLAV(457)DS DRY SYP 30ML,NULL,30ML,MICRO BROWN@BURK,117,81.64,83.57,0,NULL,1,0,NULL,BACTOCLAV457DSDRYSYP,NULL,15-05-2020 07:05,NULL,05/05/2023 9:58,1,1,1206891,0,NULL,NULL,117120736,NULL,1‚,ED000009559,NULL,NULL,NULL,
1706785,756,J0005006,BACTOCLAV1000 TABLETS 4S,NULL,4S,MICRO BROWN@BURK,0,110,0,0,NULL,1,0,NULL,BACTOCLAV1000TAB4S,NULL,15-05-2020 07:47,NULL,02/02/2023 11:41,1,1,1260073,0,NULL,NULL,117114503,NULL,1‚,ED000009558,NULL,NULL,NULL,
1682514,756,J0005007,BACTOGARD 200 TABLETS 10S,NULL,10S,INDOCO REMEDIES.SPADE,145,78.3,103.57,0,NULL,1,0,NULL,BACTOGARD200TABS10S,NULL,15-05-2020 06:44,NULL,02/02/2023 11:41,1,1,1130968,0,NULL,NULL,117129433,NULL,G,ED000009569,NULL,NULL,NULL,
1692351,756,J0005008,BACTOGARD CV 100 D SYP 30ML,NULL,30ML,INDOCO REMEDIES.SPADE,133,85.5,95,0,NULL,1,0,NULL,BACTOGARDCV100DSYP30ML,NULL,15-05-2020 07:02,NULL,02/02/2023 11:41,1,1,1203599,0,NULL,NULL,117121930,NULL,G,ED000009572,NULL,NULL,NULL,
1684606,756,J0005009,BACTOGARD CV 200 TABLETS 10S,NULL,10S,INDOCO REMEDIES.SPADE,275,179.14,199.04,0,NULL,1,0,NULL,BACTOGARDCV200TAB10S,NULL,15-05-2020 06:51,NULL,02/02/2023 11:41,1,1,1148939,0,NULL,NULL,117127161,NULL,G,ED000009573,NULL,NULL,NULL,
1685143,756,J0005010,BACTOGARD CV 50 DS 30ML,NULL,30ML,INDOCO REMEDIES.SPADE,80,52.12,57.9,0,NULL,1,0,NULL,BACTOGARDCV50DS30ML,NULL,15-05-2020 06:53,NULL,02/02/2023 11:41,1,1,1160302,0,NULL,NULL,117126633,NULL,G,ED000009574,NULL,NULL,NULL,
1684663,756,J0005011,BACTOMIN 375 MG TABLETS 1*10T,NULL,1*10T,EMCURE ZUVENTUS GROMAXX,432.7,305.68,309.07,0,NULL,1,0,NULL,BACTOMIN375MGTAB,NULL,15-05-2020 06:51,NULL,05/05/2023 9:58,1,1,1159098,0,NULL,NULL,117127099,NULL,AO,ED000009578,NULL,NULL,NULL,
1684664,756,J0005012,BACTOMIN 750 MG TABLETS 1*6T,NULL,1*6T,EMCURE ZUVENTUS GROMAXX,538.95,346.47,384.97,0,NULL,1,0,NULL,BACTOMIN750MGTAB,NULL,15-05-2020 06:51,NULL,05/05/2023 9:58,1,1,1159099,0,NULL,NULL,117127098,NULL,AO,ED000009579,NULL,NULL,NULL,
1688463,756,J0005013,BACTRIM DS* TABLETS $ 10S,NULL,10S,ABBOTT HC <ENDURA>,25.14,17.96,17.96,0,NULL,1,0,NULL,BACTRIMDSTAB,NULL,15-05-2020 06:57,NULL,05/05/2023 9:58,1,1,1180239,0,NULL,NULL,117123352,NULL,SJA,ED000009587,NULL,NULL,NULL,
1688464,756,J0005014,BACTRIM SYP 50ML,NULL,50ML,ABBOTT HC <ENDURA>,10.5,6.95,7.68,0,NULL,1,0,NULL,BACTRIMSYP50ML,NULL,15-05-2020 06:57,NULL,02/02/2023 11:41,1,1,1180240,0,NULL,NULL,117123351,NULL,SJA,ED000009589,NULL,NULL,NULL,
1685503,756,J0005015,BAEL CAPSULES 60S,NULL,60S,HIMALAYA ZINDEL(WELLNESS),150,98.01,110,0,NULL,1,0,NULL,BAELCAPS,NULL,15-05-2020 06:53,NULL,05/05/2023 9:58,1,1,1161289,0,NULL,NULL,117126280,NULL,A11,ED000009594,NULL,NULL,NULL,
1697115,756,J0005016,BAGA 300 15S,NULL,15S,ERIS ALTIZA(CANNYCO),223.24,143.51,159.46,0,NULL,1,0,NULL,BAGA300,NULL,15-05-2020 07:11,NULL,05/05/2023 9:58,1,1,1265370,0,NULL,NULL,117112622,NULL,GXE,ED000140987,NULL,NULL,NULL,
1697202,756,J0005017,BAGA M 15S,NULL,15S,ERIS ALTIZA(CANNYCO),254.1,163.35,181.5,0,NULL,1,0,NULL,BAGAM,NULL,15-05-2020 07:11,NULL,05/05/2023 9:58,1,1,1265630,0,NULL,NULL,117112548,NULL,GXE,ED000140990,NULL,NULL,NULL,
1697116,756,J0005018,BAGA NT 15S,NULL,15S,ERIS ALTIZA(CANNYCO),388,274.37,277.14,0,NULL,1,0,NULL,BAGANT,NULL,15-05-2020 07:11,NULL,05/05/2023 9:58,1,1,1265371,0,NULL,NULL,117112621,NULL,GXE,ED000140989,NULL,NULL,NULL,
2692036,756,J0005019,BAGA NT 100 15S,NULL,15S,ERIS ALTIZA(CANNYCO),148.5,95.46,106.07,0,NULL,1,0,NULL,BAGANT100,NULL,17-11-2020 06:29,NULL,05/05/2023 9:58,1,1,1267715,0,NULL,NULL,117111842,NULL,GXE,ED000140988,NULL,NULL,NULL,
2692037,756,J0005020,BAKFLEX A 10^S,NULL,10'S,INTAS ARRON,154,99,110,0,NULL,1,0,NULL,BAKFLEXA10S,NULL,17-11-2020 06:29,NULL,02/02/2023 11:41,1,1,1067024,0,NULL,NULL,117132322,NULL,÷,ED000009602,NULL,NULL,NULL,
2692038,756,J0005021,BAKFLEX A 8 10^S,NULL,10'S,INTAS ARRON,312,200.57,222.86,0,NULL,1,0,NULL,BAKFLEXA810S,NULL,17-11-2020 06:29,NULL,02/02/2023 11:41,1,1,1090756,0,NULL,NULL,117131637,NULL,÷,NULL,NULL,NULL,NULL,
2692039,756,J0005022,BAKFLEX PLUS 10^S,NULL,10'S,INTAS ARRON,198,127.29,141.43,0,NULL,1,0,NULL,BAKFLEXPLUS10S,NULL,17-11-2020 06:29,NULL,02/02/2023 11:41,1,1,1078491,0,NULL,NULL,117132056,NULL,÷,ED000009605,NULL,NULL,NULL,
1700345,756,J0005023,BAKLOT EYE DROPS 5ML,NULL,5ML,AKUMENTIS GATLE  EYEDROPS,109,74.74,83.05,0,NULL,1,0,NULL,BAKLOTEYEDROPS5ML,NULL,15-05-2020 07:15,NULL,02/02/2023 11:41,1,1,1147305,0,NULL,NULL,117127708,NULL,A°,ED000009606,NULL,NULL,NULL,
3351539,756,J0005024,BAKWEL AP 10^S,NULL,10'S,PULSE PHARMACEUTICALS PVT LTD,156.5,100.6,111.78,0,NULL,1,0,NULL,BAKWELAP10S,NULL,26-05-2021 06:42,NULL,02/02/2023 11:41,1,1,1287996,0,NULL,NULL,117108171,NULL,0,ED000009613,NULL,NULL,NULL,
2692040,756,J0005025,BALISTA 100 MG 10^S,NULL,10'S,ZYDUS,70,46.22,51.11,0,NULL,1,0,NULL,BALISTA100MG10S,NULL,17-11-2020 06:29,NULL,02/02/2023 11:41,1,1,1104407,0,NULL,NULL,117130926,NULL,IR,ED000009631,NULL,NULL,NULL,
1697514,756,J0005026,BALOFORCE-100 10 TABLETS,NULL,10 TAB,MANKIND DISCOVERY,85,55.38,61.52,0,NULL,1,0,NULL,BALOFORCE10010TAB,NULL,15-05-2020 07:11,NULL,02/02/2023 11:41,1,1,1091302,0,NULL,NULL,117131552,NULL,’,ED000009643,NULL,NULL,NULL,
1701124,756,J0005027,BALUJA BS TABLETS 10^S,NULL,10'S,PINNACLE MEDICARE (P) LTD.,399,243.46,270.51,0,NULL,1,0,NULL,BALUJABSTAB10S,NULL,15-05-2020 07:16,NULL,02/02/2023 11:41,1,1,1224964,0,NULL,NULL,117117368,NULL,A1M,ED000121596,NULL,NULL,NULL,
1701416,756,J0005028,BALUJA CAPSULES 10^S,NULL,10'S,PINNACLE MEDICARE (P) LTD.,690,421.02,467.8,0,NULL,1,0,NULL,BALUJACAP10S,NULL,15-05-2020 07:16,NULL,02/02/2023 11:41,1,1,1225475,0,NULL,NULL,117117111,NULL,A1M,ED000149005,NULL,NULL,NULL,
1683043,756,J0005029,BALVIBE TABLETS,NULL,10S,BAL PHARMA LTD.-VIBR,85,0,57.63,,NULL,1,0,0,BALVIBETAB,NULL,15-05-2020 06:47,NULL,02/02/2023 11:41,1,1,NULL,0,NULL,NULL,NULL,NULL,Ao,ED000009659,NULL,NULL,NULL,
2692041,756,J0005030,BAMBUDIL 10 10S,NULL,10S,CIPLA SPECTRACARE NP,48,30.86,34.29,0,NULL,1,0,NULL,BAMBUDIL1010S,NULL,17-11-2020 06:29,NULL,02/02/2023 11:41,1,1,1161180,0,NULL,NULL,117126324,NULL,Að,ED000009670,NULL,NULL,NULL,
1709186,756,J0005031,BANATAN CREAM 50GM,NULL,50GM,CURATIO HEALTHCARE  DERMA,735,622.88,622.88,0,NULL,1,0,NULL,BANATANCREAM50GM,NULL,15-05-2020 07:48,NULL,12/04/2023 23:44,1,1,1260829,0,NULL,NULL,117114259,NULL,SDM,ED000009681,NULL,NULL,NULL,
2596597,756,J0005032,BAND AID BOX BY J @ J,NULL,,INTAS ALTIS,142.85,142.85,142.85,0,NULL,1,0,NULL,BANDAIDBOXBYJJ,NULL,14-10-2020 09:01,NULL,02/02/2023 11:41,1,1,1280995,0,NULL,NULL,117110707,NULL,P0001,ED000180789,NULL,NULL,NULL,
